Date,PM2.5,PM10,SO2,CO,O3,NO2,Max,Critical Component,Category
1/1/2020,45,30,2,69,19,0,69,CO,Moderate
1/2/2020,44,16,2,58,33,0,58,CO,Moderate
1/3/2020,43,12,2,46,18,0,46,CO,Good
1/4/2020,40,8,2,84,29,0,84,CO,Moderate
1/5/2020,38,8,3,50,0,0,50,CO,Good
1/6/2020,35,12,2,97,18,0,97,CO,Moderate
1/7/2020,34,10,3,70,0,0,70,CO,Moderate
1/8/2020,33,11,4,87,0,0,87,CO,Moderate
1/9/2020,31,10,4,118,5,0,118,CO,Unhealthy
1/10/2020,31,10,3,73,30,0,73,CO,Moderate
1/11/2020,31,7,2,43,16,0,43,CO,Good
1/12/2020,31,6,2,48,9,0,48,CO,Good
1/13/2020,31,11,2,29,8,0,29,CO,Good
1/14/2020,32,16,2,44,0,0,44,CO,Good
1/15/2020,32,17,2,55,25,0,55,CO,Moderate
1/16/2020,33,13,2,45,0,0,45,CO,Good
1/17/2020,33,13,2,61,0,0,61,CO,Moderate
1/18/2020,34,19,3,57,0,0,57,CO,Moderate
1/19/2020,34,16,2,43,0,0,43,CO,Good
1/20/2020,34,14,2,34,0,0,34,CO,Good
1/21/2020,33,21,2,48,11,0,48,CO,Good
1/22/2020,33,33,2,52,8,0,52,CO,Moderate
1/23/2020,33,22,2,90,14,0,90,CO,Moderate
1/24/2020,32,35,2,139,27,0,139,CO,Unhealthy
1/25/2020,31,32,2,60,25,0,60,CO,Moderate
1/26/2020,31,19,2,32,27,0,32,CO,Good
1/27/2020,30,29,2,47,20,0,47,CO,Good
1/28/2020,29,28,2,107,27,0,107,CO,Unhealthy
1/29/2020,28,25,2,68,30,0,68,CO,Moderate
1/30/2020,27,23,2,60,47,0,60,CO,Moderate
1/31/2020,26,17,1,33,24,0,33,CO,Good
2/1/2020,25,29,2,37,15,0,37,CO,Good
2/2/2020,24,32,2,58,26,0,58,CO,Moderate
2/3/2020,22,27,2,59,17,0,59,CO,Moderate
2/4/2020,23,17,2,54,15,0,54,CO,Moderate
2/5/2020,23,12,2,74,9,0,74,CO,Moderate
2/6/2020,22,22,3,60,20,0,60,CO,Moderate
2/7/2020,21,19,2,51,10,0,51,CO,Moderate
2/8/2020,21,27,1,44,52,0,52,O3,Moderate
2/9/2020,20,26,3,164,36,0,164,CO,Unhealthy
2/10/2020,19,11,2,46,14,0,46,CO,Good
2/11/2020,19,10,3,58,18,0,58,CO,Moderate
2/12/2020,20,19,3,48,17,0,48,CO,Good
2/13/2020,21,33,3,58,17,0,58,CO,Moderate
2/14/2020,22,36,2,78,26,0,78,CO,Moderate
2/15/2020,24,22,2,81,30,0,81,CO,Moderate
2/16/2020,26,20,2,95,23,0,95,CO,Moderate
2/17/2020,29,11,3,39,11,0,39,CO,Good
2/18/2020,31,13,2,58,0,0,58,CO,Moderate
2/19/2020,33,17,2,40,14,0,40,CO,Good
2/20/2020,34,7,2,39,14,0,39,CO,Good
2/21/2020,36,20,3,72,12,0,72,CO,Moderate
2/22/2020,39,18,2,73,47,0,73,CO,Moderate
2/23/2020,42,26,2,84,21,0,84,CO,Moderate
2/24/2020,44,45,2,37,10,0,45,PM10,Good
2/25/2020,46,29,2,60,31,0,60,CO,Moderate
2/26/2020,48,15,2,16,0,0,16,CO,Moderate
2/27/2020,50,22,2,19,0,0,22,PM10,Moderate
2/28/2020,50,20,2,18,0,0,20,PM10,Moderate
2/29/2020,51,25,2,12,0,0,25,PM10,Moderate
3/1/2020,52,19,2,37,0,0,37,CO,Moderate
3/2/2020,53,23,2,9,0,0,23,PM10,Moderate
3/3/2020,53,28,3,63,0,0,63,CO,Moderate
3/4/2020,53,24,2,69,22,0,69,CO,Moderate
3/5/2020,53,3,2,19,0,0,19,CO,Good
3/6/2020,53,19,4,21,20,0,21,CO,Good
3/7/2020,53,10,2,44,10,0,44,CO,Good
3/8/2020,53,7,1,67,0,0,67,CO,Moderate
3/9/2020,53,10,2,56,11,0,56,CO,Moderate
3/10/2020,53,7,2,42,29,0,42,CO,Good
3/11/2020,53,26,2,21,36,0,36,O3,Good
3/12/2020,53,33,4,101,30,0,101,CO,Unhealthy
3/13/2020,53,51,2,51,32,0,51,"PM10, CO",Moderate
3/14/2020,54,38,2,33,11,0,38,PM10,Good
3/15/2020,55,36,2,33,18,0,36,PM10,Good
3/16/2020,55,22,2,28,0,0,28,CO,Good
3/17/2020,55,29,2,33,0,0,33,CO,Good
3/18/2020,55,17,2,25,6,0,25,CO,Good
3/19/2020,55,22,2,34,18,0,34,CO,Good
3/20/2020,56,23,1,37,19,0,37,CO,Good
3/21/2020,56,17,1,22,15,0,22,CO,Good
3/22/2020,56,30,1,45,17,0,45,CO,Good
3/23/2020,55,15,1,25,21,0,25,CO,Good
3/24/2020,55,32,2,72,21,0,72,CO,Moderate
3/25/2020,54,21,2,29,18,0,29,CO,Good
3/26/2020,53,31,3,155,23,0,155,CO,Unhealthy
3/27/2020,53,36,1,25,39,0,39,O3,Unhealthy
3/28/2020,53,19,2,43,14,0,43,CO,Unhealthy
3/29/2020,53,26,1,37,17,0,37,CO,Unhealthy
3/30/2020,53,24,1,31,0,0,31,CO,Unhealthy
3/31/2020,53,18,1,18,12,0,18,"PM10,CO",Unhealthy
4/1/2020,53,13,1,23,16,0,23,CO,Unhealthy
4/2/2020,52,42,1,48,20,0,48,CO,Unhealthy
4/3/2020,51,52,2,57,15,0,57,CO,Unhealthy
4/4/2020,51,33,1,50,11,0,50,CO,Unhealthy
4/5/2020,48,16,1,43,12,0,43,CO,Unhealthy
4/6/2020,44,6,1,17,0,0,17,CO,Unhealthy
4/7/2020,40,17,1,52,8,0,52,CO,Unhealthy
4/8/2020,36,24,1,37,0,0,37,CO,Unhealthy
4/9/2020,33,19,1,32,0,0,32,CO,Unhealthy
4/10/2020,31,17,1,40,0,0,40,CO,Unhealthy
4/11/2020,28,19,1,47,0,0,47,CO,Unhealthy
4/12/2020,25,20,1,38,0,0,38,CO,Unhealthy
4/13/2020,22,22,1,34,8,0,34,CO,Unhealthy
4/14/2020,21,26,1,30,6,0,30,CO,Unhealthy
4/15/2020,21,42,1,36,12,0,42,PM10,Unhealthy
4/16/2020,22,60,2,50,16,0,60,PM10,Unhealthy
4/17/2020,24,59,2,49,11,0,59,PM10,Unhealthy
4/18/2020,26,19,1,46,17,0,46,CO,Unhealthy
4/19/2020,27,32,2,56,9,0,56,CO,Unhealthy
4/20/2020,28,52,2,67,16,0,67,CO,Unhealthy
4/21/2020,28,52,2,53,13,0,53,CO,Unhealthy
4/22/2020,28,34,1,37,11,0,37,CO,Unhealthy
4/23/2020,29,32,1,27,10,0,32,PM10,Unhealthy
4/24/2020,31,18,1,19,8,0,19,CO,Unhealthy
4/25/2020,32,27,2,31,2,0,31,CO,Unhealthy
4/26/2020,33,21,1,64,6,0,64,CO,Unhealthy
4/27/2020,34,25,1,22,28,0,28,O3,Unhealthy
4/28/2020,37,24,1,58,19,0,58,CO,Unhealthy
4/29/2020,41,41,2,50,14,0,50,CO,Unhealthy
4/30/2020,45,32,1,37,14,0,37,CO,Unhealthy
5/1/2020,46,32,1,30,9,0,32,PM10,Unhealthy
5/2/2020,47,11,1,20,9,0,20,CO,Unhealthy
5/3/2020,48,30,2,31,10,0,31,CO,Unhealthy
5/4/2020,49,40,1,35,11,0,40,PM10,Unhealthy
5/5/2020,49,40,1,43,9,0,43,CO,Unhealthy
5/6/2020,50,34,2,62,15,0,62,CO,Unhealthy
5/7/2020,50,22,1,13,0,0,22,PM10,Unhealthy
5/8/2020,50,33,1,28,10,0,33,PM10,Good
5/9/2020,50,20,1,48,10,0,48,CO,Good
5/10/2020,51,7,1,15,0,0,15,CO,Good
5/11/2020,52,18,1,18,0,0,18,"CO, PM10",Good
5/12/2020,52,15,1,53,9,0,53,CO,Moderate
5/13/2020,52,22,1,30,1,0,30,CO,Unhealthy
5/14/2020,52,17,1,20,15,0,20,CO,Unhealthy
5/15/2020,53,21,1,19,4,0,21,PM10,Unhealthy
5/16/2020,54,15,1,15,4,0,15,"CO, PM10",Unhealthy
5/17/2020,54,17,1,14,3,0,17,PM10,Unhealthy
5/18/2020,55,21,1,27,0,0,27,CO,Unhealthy
5/19/2020,56,16,2,42,11,0,42,CO,Unhealthy
5/20/2020,57,10,2,14,0,0,14,CO,Unhealthy
5/21/2020,57,22,1,36,0,0,36,CO,Unhealthy
5/22/2020,56,14,1,33,14,0,33,CO,Unhealthy
5/23/2020,55,30,1,42,14,0,42,CO,Unhealthy
5/24/2020,54,28,1,22,0,0,28,PM10,Unhealthy
5/25/2020,53,20,1,23,0,0,23,CO,Unhealthy
5/26/2020,53,10,1,14,0,0,14,CO,Unhealthy
5/27/2020,52,7,1,14,0,0,14,CO,Unhealthy
5/28/2020,52,13,1,18,0,0,18,CO,Good
5/29/2020,52,10,1,24,10,0,24,CO,Good
5/30/2020,52,17,1,28,8,0,28,CO,Good
5/31/2020,52,10,1,20,0,0,20,CO,Good
6/1/2020,52,14,1,30,0,0,30,CO,Good
6/2/2020,52,29,1,52,10,0,52,CO,Moderate
6/3/2020,51,40,1,46,12,0,46,CO,Moderate
6/4/2020,51,34,1,36,9,0,36,CO,Moderate
6/5/2020,49,16,1,23,0,0,23,CO,Moderate
6/6/2020,47,17,1,30,6,0,30,CO,Moderate
6/7/2020,45,12,1,14,0,0,14,CO,Moderate
6/8/2020,43,11,1,21,0,0,21,CO,Moderate
6/9/2020,41,17,1,23,7,0,23,CO,Moderate
6/10/2020,40,17,1,36,6,0,36,CO,Moderate
6/11/2020,38,21,2,23,8,0,23,CO,Moderate
6/12/2020,36,18,2,22,0,0,22,CO,Moderate
6/13/2020,33,20,1,25,8,0,25,CO,Moderate
6/14/2020,33,18,1,40,7,0,40,CO,Moderate
6/15/2020,34,22,1,35,12,0,35,CO,Moderate
6/16/2020,36,25,1,50,12,0,50,CO,Moderate
6/17/2020,39,23,1,25,15,0,25,CO,Moderate
6/18/2020,42,24,1,20,0,0,24,PM10,Moderate
6/19/2020,43,18,1,24,5,0,24,CO,Moderate
6/20/2020,45,18,1,20,10,0,20,CO,Moderate
6/21/2020,47,19,1,22,3,0,22,CO,Moderate
6/22/2020,48,19,1,23,0,0,23,CO,Moderate
6/23/2020,50,17,1,26,0,0,26,CO,Moderate
6/24/2020,51,9,1,17,8,0,17,CO,Moderate
6/25/2020,51,23,1,40,13,0,40,CO,Moderate
6/26/2020,51,18,1,24,7,0,24,CO,Moderate
6/27/2020,51,23,1,28,7,0,28,CO,Moderate
6/28/2020,51,25,1,28,9,0,28,CO,Moderate
6/29/2020,51,26,1,24,11,0,26,PM10,Moderate
6/30/2020,52,18,1,30,9,0,30,CO,Moderate
7/1/2020,52,14,1,21,6,0,21,CO,Moderate
7/2/2020,53,21,1,33,6,0,33,CO,Moderate
7/3/2020,53,21,1,27,10,0,27,CO,Moderate
7/4/2020,53,19,1,23,11,0,23,CO,Moderate
7/5/2020,53,35,1,56,15,0,56,CO,Moderate
7/6/2020,54,25,1,26,10,0,26,CO,Moderate
7/7/2020,56,20,0,28,10,0,28,CO,Moderate
7/8/2020,56,20,1,36,10,0,36,CO,Moderate
7/9/2020,56,31,1,17,6,0,31,PM10,Moderate
7/10/2020,56,14,1,16,11,0,16,CO,Moderate
7/11/2020,56,19,1,25,3,0,25,CO,Moderate
7/12/2020,56,19,1,21,10,0,21,CO,Moderate
7/13/2020,56,24,1,28,15,0,28,CO,Moderate
7/14/2020,56,21,1,25,11,0,25,CO,Moderate
7/15/2020,56,26,1,33,11,0,33,CO,Moderate
7/16/2020,56,23,1,24,12,0,24,CO,Moderate
7/17/2020,56,35,1,33,20,0,35,PM10,Moderate
7/18/2020,55,17,0,12,11,0,17,PM10,Moderate
7/19/2020,55,21,1,30,7,0,30,CO,Moderate
7/20/2020,56,10,0,15,4,0,15,CO,Moderate
7/21/2020,58,16,1,21,11,0,21,CO,Moderate
7/22/2020,59,21,1,30,36,0,36,O3,Moderate
7/23/2020,60,22,0,32,23,0,32,CO,Moderate
7/24/2020,61,18,0,57,22,0,57,CO,Moderate
7/25/2020,62,14,2,46,0,0,46,CO,Moderate
7/26/2020,63,25,1,21,8,0,25,PM10,Moderate
7/27/2020,64,28,1,21,12,0,28,PM10,Moderate
7/28/2020,65,19,1,10,7,0,19,PM10,Moderate
7/29/2020,65,13,1,5,11,0,13,PM10,Moderate
7/30/2020,65,18,1,19,7,0,19,CO,Moderate
7/31/2020,66,18,1,7,7,0,18,PM10,Moderate
8/1/2020,65,20,1,0,0,0,20,PM10,Moderate
8/2/2020,65,22,1,2,0,0,22,PM10,Moderate
8/3/2020,64,17,1,11,5,0,17,PM10,Moderate
8/4/2020,64,24,1,9,0,0,24,PM10,Moderate
8/5/2020,64,26,1,11,3,0,26,PM10,Moderate
8/6/2020,63,26,1,23,25,0,26,PM10,Moderate
8/7/2020,63,17,1,37,57,0,57,O3,Moderate
8/8/2020,64,20,1,12,49,0,49,O3,Moderate
8/9/2020,64,39,0,20,37,0,39,PM10,Moderate
8/10/2020,65,45,0,30,0,0,45,PM10,Moderate
8/11/2020,65,39,1,38,6,0,39,PM10,Moderate
8/12/2020,66,17,1,23,11,0,23,CO,Moderate
8/13/2020,66,17,1,51,9,0,51,CO,Moderate
8/14/2020,65,20,1,11,0,0,20,PM10,Moderate
8/15/2020,64,19,4,18,15,0,19,PM10,Moderate
8/16/2020,64,19,0,11,6,0,19,PM10,Moderate
8/17/2020,64,14,0,10,10,0,14,PM10,Moderate
8/18/2020,64,16,0,13,11,0,16,PM10,Moderate
8/19/2020,64,15,0,14,14,0,15,PM10,Moderate
8/20/2020,63,19,0,17,16,0,19,PM10,Moderate
8/21/2020,62,22,0,18,19,0,22,PM10,Moderate
8/22/2020,62,35,0,20,22,0,35,PM10,Moderate
8/23/2020,61,37,0,16,22,0,37,PM10,Moderate
8/24/2020,61,17,0,9,20,0,20,O3,Moderate
8/25/2020,62,23,0,17,22,0,23,PM10,Moderate
8/26/2020,63,13,0,8,22,0,22,O3,Moderate
8/27/2020,63,21,1,22,27,0,27,O3,Moderate
8/28/2020,62,21,0,11,23,0,23,O3,Moderate
8/29/2020,62,16,0,3,21,0,21,O3,Moderate
8/30/2020,61,20,0,14,27,0,27,O3,Moderate
8/31/2020,61,20,0,13,30,0,30,O3,Moderate
9/1/2020,60,21,0,15,24,0,24,O3,Moderate
9/2/2020,59,14,0,11,20,0,20,O3,Moderate
9/3/2020,58,12,0,10,17,0,17,O3,Moderate
9/4/2020,57,14,0,19,17,0,19,CO,Moderate
9/5/2020,56,23,0,16,13,0,23,PM10,Moderate
9/6/2020,55,12,0,8,16,0,16,O3,Moderate
9/7/2020,54,13,0,10,15,0,15,O3,Good
9/8/2020,53,19,0,18,16,0,19,PM10,Good
9/9/2020,51,27,0,21,21,0,27,PM10,Good
9/10/2020,50,26,0,19,18,0,26,PM10,Good
9/11/2020,50,20,0,11,19,0,20,PM10,Good
9/12/2020,49,18,0,20,21,0,21,O3,Good
9/13/2020,49,13,0,12,20,0,20,O3,Good
9/14/2020,49,20,0,16,19,0,20,PM10,Good
9/15/2020,48,14,0,13,19,0,19,O3,Good
9/16/2020,47,14,0,11,18,0,18,O3,Good
9/17/2020,45,21,0,22,24,0,24,O3,Good
9/18/2020,42,20,0,20,24,0,24,O3,Good
9/19/2020,39,23,0,20,23,0,23,"PM10,O3",Good
9/20/2020,40,23,0,12,20,0,23,PM10,Good
9/21/2020,42,13,0,6,15,0,15,O3,Good
9/22/2020,43,14,0,17,13,0,17,CO,Good
9/23/2020,45,13,0,29,20,0,29,CO,Good
9/24/2020,46,13,0,10,11,0,13,PM10,Good
9/25/2020,47,15,1,10,13,0,15,PM10,Good
9/26/2020,49,10,0,6,12,0,12,O3,Good
9/27/2020,50,10,0,2,11,0,11,O3,Good
9/28/2020,51,11,0,6,14,0,14,O3,Good
9/29/2020,51,13,0,7,14,0,14,O3,Good
9/30/2020,51,14,0,9,17,0,17,O3,Good
10/1/2020,51,13,0,7,18,0,18,O3,Good
10/2/2020,50,15,0,12,16,0,16,O3,Good
10/3/2020,49,11,0,8,14,0,14,O3,Good
10/4/2020,49,10,0,10,16,0,16,O3,Good
10/5/2020,48,11,0,9,18,0,18,O3,Good
10/6/2020,46,13,0,15,20,0,20,O3,Good
10/7/2020,45,15,0,10,28,0,28,O3,Good
10/8/2020,44,16,0,10,23,0,23,O3,Good
10/9/2020,43,14,0,11,22,0,22,O3,Good
10/10/2020,42,14,0,11,17,0,17,O3,Good
10/11/2020,41,20,0,28,14,0,28,CO,Good
10/12/2020,41,13,0,18,17,0,18,CO,Good
10/13/2020,41,14,0,16,14,0,16,CO,Good
10/14/2020,41,19,0,17,16,0,19,PM10,Good
10/15/2020,41,17,0,11,16,0,17,PM10,Good
10/16/2020,41,14,0,11,15,0,15,O3,Good
10/17/2020,40,15,0,13,17,0,17,O3,Good
10/18/2020,40,16,0,12,13,0,16,PM10,Good
10/19/2020,40,17,0,17,20,0,20,O3,Good
10/20/2020,40,22,0,39,20,0,39,CO,Good
10/21/2020,42,15,0,14,19,0,19,O3,Good
10/22/2020,44,27,0,51,22,0,51,CO,Moderate
10/23/2020,47,17,0,20,16,0,20,CO,Moderate
10/24/2020,50,17,0,22,13,0,22,CO,Moderate
10/25/2020,51,14,0,20,11,0,20,CO,Moderate
10/26/2020,51,8,0,20,16,0,20,CO,Moderate
10/27/2020,51,7,0,27,13,0,27,CO,Moderate
10/28/2020,51,22,5,40,14,0,40,CO,Moderate
10/29/2020,51,16,1,25,6,0,25,CO,Moderate
10/30/2020,51,24,0,20,11,0,24,PM10,Moderate
10/31/2020,51,23,0,25,23,0,25,CO,Moderate
11/1/2020,51,19,0,23,33,0,33,O3,Moderate
11/2/2020,51,7,0,19,20,0,20,O3,Moderate
11/3/2020,51,10,0,21,19,0,21,CO,Good
11/4/2020,51,15,5,28,30,0,30,O3,Good
11/5/2020,51,17,0,21,27,0,27,O3,Good
11/6/2020,51,13,0,21,25,0,25,O3,Good
11/7/2020,51,11,0,18,25,0,25,O3,Good
11/8/2020,50,16,0,19,24,0,24,O3,Good
11/9/2020,50,16,0,18,21,0,21,O3,Good
11/10/2020,49,12,0,18,22,0,22,O3,Good
11/11/2020,49,12,0,18,22,0,22,O3,Good
11/12/2020,49,19,0,20,21,0,21,O3,Good
11/13/2020,47,26,0,20,26,0,26,"PM10,O3",Good
11/14/2020,44,14,0,20,34,0,34,O3,Good
11/15/2020,41,21,0,24,36,0,36,O3,Good
11/16/2020,39,11,0,21,30,0,30,O3,Good
11/17/2020,39,10,0,16,29,0,29,O3,Good
11/18/2020,40,10,0,17,31,0,31,O3,Good
11/19/2020,39,14,0,18,31,0,31,O3,Good
11/20/2020,39,11,0,21,35,0,35,O3,Good
11/21/2020,39,20,0,21,31,0,31,O3,Good
11/22/2020,40,14,0,22,27,0,27,O3,Good
11/23/2020,41,14,0,20,25,0,25,O3,Good
11/24/2020,41,11,0,20,28,0,28,O3,Good
11/25/2020,41,12,0,19,34,0,34,O3,Good
11/26/2020,41,20,6,36,37,0,37,O3,Good
11/27/2020,42,12,1,20,29,0,29,O3,Good
11/28/2020,43,19,0,20,28,0,28,O3,Good
11/29/2020,43,6,0,19,26,0,26,O3,Good
11/30/2020,43,8,0,21,28,0,28,O3,Good
12/1/2020,43,18,0,23,26,0,26,O3,Good
12/2/2020,42,11,0,22,31,0,31,O3,Good
12/3/2020,41,17,0,24,38,0,38,O3,Good
12/4/2020,40,13,0,22,44,0,44,O3,Good
12/5/2020,39,22,0,27,0,0,27,CO,Good
12/6/2020,39,22,0,27,0,0,27,CO,Good
12/7/2020,39,22,0,27,0,0,27,CO,Good
12/8/2020,39,22,0,27,0,0,27,CO,Good
12/9/2020,39,22,0,27,0,0,27,CO,Good
12/10/2020,37,22,0,27,0,0,27,CO,Good
12/11/2020,38,21,0,28,74,0,74,O3,Moderate
12/12/2020,37,9,0,19,55,0,55,O3,Moderate
12/13/2020,36,10,1,19,63,0,63,O3,Moderate
12/14/2020,36,8,0,19,59,0,59,O3,Moderate
12/15/2020,36,13,2,22,51,0,51,O3,Moderate
12/16/2020,35,11,0,18,61,0,61,O3,Moderate
12/17/2020,34,8,0,16,61,0,61,O3,Moderate
12/18/2020,33,7,0,19,74,0,74,O3,Moderate
12/19/2020,33,8,1,19,68,0,68,O3,Moderate
12/20/2020,33,8,0,16,78,0,78,O3,Moderate
12/21/2020,32,14,1,16,71,0,71,O3,Moderate
12/22/2020,32,26,0,16,81,0,81,O3,Moderate
12/23/2020,30,17,0,16,16,0,17,PM10,Good
12/24/2020,29,22,4,20,13,0,22,PM10,Good
12/25/2020,28,18,2,16,5,0,18,PM10,Good
12/26/2020,30,15,2,18,1,0,18,CO,Good
12/27/2020,31,12,1,24,0,0,24,CO,Good
12/28/2020,31,9,0,16,2,0,16,CO,Good
12/29/2020,31,9,0,15,20,0,20,O3,Good
12/30/2020,31,6,0,17,10,0,17,CO,Good
12/31/2020,30,5,0,17,20,0,20,O3,Good
1/1/2021,41,13,0,18,17,0,18,CO,Good
1/2/2021,41,14,0,16,14,0,16,CO,Good
1/3/2021,41,19,0,17,16,0,19,PM10,Good
1/4/2021,41,17,0,11,16,0,17,PM10,Good
1/5/2021,41,14,0,11,15,0,15,O3,Good
1/6/2021,40,15,0,13,17,0,17,O3,Good
1/7/2021,40,16,0,12,13,0,16,PM10,Good
1/8/2021,40,17,0,17,20,0,20,O3,Good
1/9/2021,40,22,0,39,20,0,39,CO,Good
1/10/2021,42,15,0,14,19,0,19,O3,Good
1/11/2021,44,27,0,51,22,0,51,CO,Moderate
1/12/2021,37,9,0,19,55,0,55,O3,Moderate
1/13/2021,36,10,1,19,63,0,63,O3,Moderate
1/14/2021,33,8,1,19,68,0,68,O3,Moderate
1/15/2021,33,8,0,16,78,0,78,O3,Moderate
1/16/2021,51,17,0,21,27,0,27,O3,Good
